Key,English,Indonesian
PROPQUEST_SCENARIO_INC_001567,We've come too far to just quit now! Please reconsider!!,Kami telah melangkah terlalu jauh untuk berhenti sekarang! Mohon dipertimbangkan kembali!!
PROPQUEST_SCENARIO_INC_001568,You've made it back with the Parchment!,Kau telah berhasil kembali dengan Parchment!
PROPQUEST_SCENARIO_INC_001569,Please bring the Parchment of War after defeating 10 Iblis Crashers and an Iblis Guardian.,Tolong bawa Parchment of War setelah mengalahkan 10 Iblis Crashers dan Iblis Guardian.
PROPQUEST_SCENARIO_INC_001570,Bring Handel the Parchment of War after defeating 10 Iblis Crashers and an Iblis Guardian.,Bawa Parchment of War untuk Handel setelah mengalahkan 10 Iblis Crashers dan Iblis Guardian.
PROPQUEST_SCENARIO_INC_001572,Before He's Road kill…,Sebelum dia membunuh...
PROPQUEST_SCENARIO_INC_001573,Please you must quickly hurry to Bowler! It seems the Wheelems near him have grown increasingly aggressive and he has grown quite fearful!,Tolong kau harus segera bergegas ke Bowler! Tampaknya Wheelems di dekatnya telah tumbuh semakin agresif dan dia telah tumbuh cukup mengerikan!
PROPQUEST_SCENARIO_INC_001574,"Will you hurry to his aid? In the meanwhile, I will attempt to decrypt these records. I know they contain something worthwhile!!","Maukah kamu bergegas membantunya?? Sementara itu, saya akan mencoba mendekripsi catatan-catatan ini. Saya tahu mereka mengandung sesuatu yang berharga!!"
PROPQUEST_SCENARIO_INC_001575,Your assistance is truly appreciated! Hurry and defeat 20 Rough Wheelems & 10 Wheelems then report to Bowler!,Bantuanmu benar-benar kuhargai! Cepat kalahkan 20 Rough Wheelems & 10 Wheelems lalu lapor ke Bowler!
PROPQUEST_SCENARIO_INC_001576,Oh no!! You must help him! Bowler doesn't stand a chance against those vicious Wheelems!,Oh tidak!! Kau harus membantunya! Bowler tidak memiliki kesempatan melawan Wheelems yang kejam itu!
PROPQUEST_SCENARIO_INC_001577,"That was too close of a call! The Wheelems generally left me alone. For whatever reason, they suddenly grew violent and attempted to attack me while I was out near their territory.","Itu tadi hampir saja! Wheelems akhirnya meninggalkan saya sendirian. Untuk alasan apa pun, mereka tiba-tiba menjadi kejam dan berusaha menyerang saya saat saya berada di dekat wilayah mereka."
PROPQUEST_SCENARIO_INC_001578,Hurry! Kill 20 Rough Wheelems & 10 Wheelems before they can reach Bowler!,Cepat! Bunuh 20 Rough Wheelems &10 Wheelems sebelum mereka bisa mencapai Bowler!
PROPQUEST_SCENARIO_INC_001579,Kill 20 Rough Wheelems & 10 Wheelems and report to Bowler.,Bunuh 20 Rough Wheelems &10 Wheelems dan laporkan ke Bowler.
PROPQUEST_SCENARIO_INC_001581,The Moment of Truth,The Moment of Truth
PROPQUEST_SCENARIO_INC_001582,"The number of Wheelems has increased so much since I last remember. If it weren't for you, I would have been Dwarpet road kill…","Jumlah Wheelems telah meningkat pesat sejak terakhir kali saya ingat. Jika bukan karenamu, saya pasti telah dibabat habis oleh Dwarpet..."
PROPQUEST_SCENARIO_INC_001583,Has Handel finished her research? Oh! She is currently decrypting the Parchment of War? Will you hurry back to her and find if she has finished?,Apakah Handel sudah menyelesaikan penelitiannya?? Oh! Dia saat ini sedang mendekripsi Parchment of War?? Maukah kamu bergegas kembali padanya dan mengecek apakah dia sudah selesai??
PROPQUEST_SCENARIO_INC_001584,"Tell Handel that I said thanks for her concern… If she need my help, feel free to find me at anytime!","Beri tahu Handel bahwa saya mengucapkan terima kasih atas perhatiannya ... Jika dia membutuhkan bantuan saya, jangan ragu untuk menemui saya kapan saja!"
PROPQUEST_SCENARIO_INC_001585,"Look I know I'm great and you would love to spend time with me, but this is sort of important!","Dengar, saya tahu saya hebat dan kamu akan senang menghabiskan waktu bersamaku, tetapi ini cukup penting!"
PROPQUEST_SCENARIO_INC_001586,I'm glad to see you… I have to finish decrypting the Parchment,Saya senang melihatmu... Saya harus menyelesaikan dekripsi Parchment
PROPQUEST_SCENARIO_INC_001587,Go see Handel. She should be done with decrypting the parchment.,Pergi lihat Handel. Dia seharusnya sudah selesai mendekripsi parchment.
PROPQUEST_SCENARIO_INC_001588,Return to Handel and see if she has decrypted the Parchment.,Kembali temui Handel dan lihat apakah dia telah mendekripsi Parchment.
PROPQUEST_SCENARIO_INC_001590,Revelation,Revelation
PROPQUEST_SCENARIO_INC_001591,Why am I looking so distraught after analyzing the text you ask? Well… I guess the results are not what I would have wanted…,Mengapa saya terlihat begitu putus asa setelah menganalisis teks yang kau tanyakan? Kurasa karena hasilnya bukanlah apa yang saya inginkan...
PROPQUEST_SCENARIO_INC_001592,"The records indicate that despite the efforts made by the 8 heroes to expunge any trace of Shade's existence, her essence still persists throughout this world.","Catatan menunjukkan bahwa terlepas dari upaya yang dilakukan oleh 8 pahlawan untuk menghapus jejak keberadaan Shade, esensinya masih bertahan di seluruh dunia ini."
PROPQUEST_SCENARIO_INC_001593,"When the time is right, she will regain her physical form and return anew to command her masquerpet army. It is her intention to reclaim the known world as her own…","Ketika waktunya tepat, dia akan mendapatkan kembali bentuk fisiknya dan kembali lagi untuk memimpin pasukan penyamarannya. Ini adalah niatnya untuk merebut kembali dunia sebagai miliknya..."
PROPQUEST_SCENARIO_INC_001594,You must go and talk to Reonan as soon as possible. We no longer have time to waste. Please find him!,Kau harus pergi dan berbicara dengan Reonan sesegera mungkin. Kita tidak lagi punya waktu untuk disia-siakan. Tolong temukan dia!
PROPQUEST_SCENARIO_INC_001595,Reonan still hasn't explained to you the exact nature of the 8 heroes has he? I feel you are ready to know the truth and the role you play in this all…,Reonan masih belum menjelaskan kepadamu sifat dari 8 hero tersebut? Saya merasa kau sudah siap untuk mengetahui kebenaran dan peran yang kau mainkan dalam kasus ini...
PROPQUEST_SCENARIO_INC_001596,I'm sorry if you feel uncertain about this all. Take some time to think it over…,Saya minta maaf jika kau merasa tidak yakin tentang ini semua. Luangkan waktu untuk memikirkannya...
PROPQUEST_SCENARIO_INC_001597,Greetings again! Ohhh…so this is what Handel has brought to light.,Hai kita bertemu lagi! Ohhh... jadi ini yang dibawa Handel.
PROPQUEST_SCENARIO_INC_001598,Please hurry back to Reonan. I'm sure he will explain everything!,Tolong cepat kembali kepada Reonan. Saya yakin dia akan menjelaskan semuanya!
PROPQUEST_SCENARIO_INC_001599,Return to Reonan with the results of Handel's research.,Kembali kepada Reonan dengan hasil penelitian Handel.
PROPQUEST_SCENARIO_INC_001601,Darkon: The Mysterious Continent,Darkon: The Mysterious Continent
PROPQUEST_SCENARIO_INC_001602,"This is more urgent that I thought… I was aware of the impending return of Shade, but this soon? I'm sorry I had to hide so much from you. Here is the truth…","Ini lebih mendesak yang saya sangka... Saya menyadari bahwa Shade akan kembali, tapi ini terlalu cepat?? Maaf saya harus menyembunyikan begitu banyak hal darimu. Inilah kebenarannya..."
PROPQUEST_SCENARIO_INC_001603,"Handel, Hael and I share a common past. We are all reincarnations of the 8 original heroes to defeat Shade in the War of the Gods. I was the first Knight Hero...","Handel, Hael dan saya berbagi masa lalu yang sama. Kami semua adalah reinkarnasi dari 8 pahlawan asli yang mengalahkan Shade dalam War of the Gods. Aku adalah Knight Hero yang pertama..."
PROPQUEST_SCENARIO_INC_001604,"We were all appointed by Bubble as champions of our respective classes, and led the armies of mankind against Shade and her masquerpets.","Kami semua ditunjuk oleh Bubble sebagai juara dari kelas kami masing-masing, dan memimpin pasukan umat manusia melawan Shade dan penyamarannya."
PROPQUEST_SCENARIO_INC_001605,I feel it is due time for a reunification of the original 8 heroes... I know the other reincarnations are out there. I just hope we will be able to convince the rest of them. We don't have much time…,Saya merasa sudah waktunya untuk penyatuan kembali dari 8 pahlawan asli... Saya tahu reinkarnasi lain ada di luar sana. Saya hanya berharap kita bisa meyakinkan mereka semua. Kami tidak punya banyak waktu...
PROPQUEST_SCENARIO_INC_001606,"It has come to my attention that several of the other heroes are currently residing in a large continent known as Darkon. For Madrigal's sake, would you be able to track them down?","Telah menjadi perhatian saya bahwa beberapa pahlawan lain saat ini tinggal di benua besar yang dikenal sebagai Darkon. Demi Madrigal, apakah kamu dapat melacaknya?"
PROPQUEST_SCENARIO_INC_001607,Make haste to meet the Mayor of Darkon. He sees over the main industrial town located in Darkon 2. Maybe he will have further information about the missing heroes.,Segeralah bertemu Mayor of Darkon. Dia ada di atas kota industri utama yang terletak di Darkon 2. Mungkin dia akan memiliki informasi lebih lanjut tentang pahlawan yang hilang.
PROPQUEST_SCENARIO_INC_001608,"I know it is a lot to take in, but you are going to have to trust me on this one. We don't have any time to waste.","Saya tahu bahwa memang banyak yang harus diterima, tetapi kamu harus mempercayai saya tentang yang satu ini. Kami tidak punya banyak waktu."
PROPQUEST_SCENARIO_INC_001609,"Oh! Hello young adventurer. You shouldn't sneak up on a man my age, nearly gave me a heart attack. Hahaha!!","Oh! Halo petualang muda. Kamu tidak boleh menyelinap pada pria seusia saya, hampir membuat saya terkena serangan jantung. Hahaha!!"
PROPQUEST_SCENARIO_INC_001610,"You must locate the heroes of the past, so that Madrigal might have a future. Please speak with the Mayor of Darkon. I guarantee he will know something…","Kau harus menemukan pahlawan masa lalu, sehingga Madrigal mungkin bisa memiliki masa depan. Silakan berbicara dengan Mayor of Darkon. Saya jamin dia tahu sesuatu..."
PROPQUEST_SCENARIO_INC_001611,Go meet the Mayor of Darken located in Darkon 2. Maybe he will have more information on the missing heroes.,Temui Mayor of Darken yang terletak di Darkon 2. Mungkin dia akan memiliki lebih banyak informasi tentang pahlawan yang hilang.
PROPQUEST_SCENARIO_INC_001613,The Problem with Leyenas,The Problem with Leyenas
PROPQUEST_SCENARIO_INC_001614,"What's this you speak of? Heroes? Can't say I've heard anything about that… But, I believe I know a person who may have…","Apa yang kau bicarakan?? Pahlawan?? Saya tidak bisa bilang bahwa saya pernah mendengar apa-apa tentang itu... Tapi, saya yakin saya mengenal seseorang yang mungkin tahu tentang hal ini..."
PROPQUEST_SCENARIO_INC_001615,Oh you want to know? Of course I will tell you… But first perhaps you could do me a favor?,"Oh, kau ingin tahu? Tentu saja aku akan memberitahumu... Tapi pertama-tama bisakah kamu membantu saya?"
PROPQUEST_SCENARIO_INC_001616,I am frequently in touch with the mayors of both Saint City and Flarine. I have heard of your heroic actions and request your aid. There has been a dramatic increase in Leyena populations.,Saya sering berhubungan dengan walikota Saint City dan Flarine. Saya telah mendengar tentang tindakan heroikmu dan meminta bantuanmu. Ada peningkatan dramatis dalam populasi Leyena.
PROPQUEST_SCENARIO_INC_001617,They have made it awfully hard for our workers to collect a rare ore which is a staple export here in Darken. Please defeat the Leyena and I will give you the information.,Mereka telah membuat pekerja kami sangat kesulitan untuk mengumpulkan rare ore yang merupakan ekspor pokok di Darken. Tolong kalahkan Leyena dan saya akan memberimu informasinya.
PROPQUEST_SCENARIO_INC_001618,Thank you adventurer! The Leyena can be found in Eastern Darkon. Please decrease their population by killing 20 Small Leyenas and 10 Leyenas.,Terima kasih petualang! Leyena dapat ditemukan di Eastern Darkon. Harap kurangi populasi mereka dengan membunuh 20 Small Leyenas dan 10 Leyenas.
PROPQUEST_SCENARIO_INC_001619,"Hmm, what was it you needed again? My mind seems to be getting fuzzy... Since you are here, why not do some sightseeing?","Hmm, apa yang kamu butuhkan lagi? Pikiranku sepertinya semakin kabur... Karena kamu di sini, mengapa tidak melihat-lihat pemandangan sekitar?"
PROPQUEST_SCENARIO_INC_001620,Hah! It is just as I have heard. You are truly a problem saver! Now to uphold my end of the bargain!,Hah! Itu seperti yang saya dengar. Kau benar-benar penyelamat! Sekarang saatnya untuk akhir dari tawar-menawar saya!
PROPQUEST_SCENARIO_INC_001621,Well? I'm not getting any younger! The Leyena are found in Eastern Darkon. Please get rid of at least 20 Small Leyenas and 10 Leyenas!,Saya tidak menjadi lebih muda! Leyena ditemukan di Darkon Timur. Harap singkirkan setidaknya 20 Small Leyenas dan 10 Leyenas!
PROPQUEST_SCENARIO_INC_001622,Kill 20 Small Leyenas and 10 Leyenas.,Bunuh 20 Small Leyenas dan 10 Leyenas.
PROPQUEST_SCENARIO_INC_001624,The Great Teacher Inisis,The Great Teacher Inisis
PROPQUEST_SCENARIO_INC_001625,Search out the Great Teacher Inisis. She has a wealth of knowledge on many subjects and has produced many outstanding students. If anyone knows it would be her.,Carilah Great Teacher Inisis. Dia memiliki pengetahuan yang luas tentang banyak mata pelajaran dan telah menghasilkan banyak siswa berprestasi. Jika mencari orang yang tahu tentang sesuatu pastilah dia orangnya.
PROPQUEST_SCENARIO_INC_001626,Inisis can be found at the center of Darken. Please go see her! I'm sure she will be of assistance!,Inisis dapat ditemukan di center of Darken. Silakan pergi menemuinya! Saya yakin dia akan membantu!
PROPQUEST_SCENARIO_INC_001627,But be patient! Inisis will hardly give you the answers you seek so quickly!,Tapi bersabarlah! Inisis tidak akan memberimu jawaban yang kamu cari dengan segera!
PROPQUEST_SCENARIO_INC_001628,Changed your mind already? Guess the task wasn't that important then.,Sudah berubah pikiran? Sepertinya tugas itu tidak begitu penting.
PROPQUEST_SCENARIO_INC_001629,Hmm... You are new here aren't you? Have you journeyed all this way to become one of my students?,Hmm.. Kamu murid baru di sini bukan? Apakah kamu melakukan perjalanan sejauh ini untuk menjadi salah satu murid saya?
PROPQUEST_SCENARIO_INC_001630,Go see Inisis. She is at the center of Darken.,Temui Inisis. Dia berada di center of Darken.
PROPQUEST_SCENARIO_INC_001631,Go meet [Mentor] Inisis.,Menemui [Mentor] Inisis.
PROPQUEST_SCENARIO_INC_001633,Corrupted Hunter,Corrupted Hunter
PROPQUEST_SCENARIO_INC_001634,"8 legendary heroes? Hmm… Maybe… I have a person in my mind… but, I can't tell you so easily. First you must do something to show you are worthy of such information.","8 pahlawan legendaris? Hmm... Mungkin... Saya memiliki seseorang dalam pikiran saya... tapi, aku tidak bisa memberitahumu dengan mudah. Pertama, kau harus melakukan sesuatu untuk menunjukkan bahwa engkau layak untuk mendapatkan informasi tersebut."
PROPQUEST_SCENARIO_INC_001635,Foul monsters known as Trangfoma have been reported kidnapping civilians outside of the city. They are lead by a powerful lord Trangfoma. It needs to be defeated.,Foul monsters known as Trangfoma have been reported kidnapping civilians outside of the city. They are lead by a powerful lord Trangfoma. It needs to be defeated.
PROPQUEST_SCENARIO_INC_001636,Please kill the Lord Trangfoma located in Eastern Darkon. He won't go down so easily so I would recommend enlisting the help of fellow warriors such as yourself.,Please kill the Lord Trangfoma located in Eastern Darkon. He won't go down so easily so I would recommend enlisting the help of fellow warriors such as yourself.
PROPQUEST_SCENARIO_INC_001637,"If you don't have time for this, I don't have time to give you the information you seek…","Jika kamu tidak punya waktu untuk ini, saya tidak punya waktu untuk memberi informasi yang kau cari ..."
PROPQUEST_SCENARIO_INC_001638,hmm… Impressive. You are stronger than you look. I will give you everything you need to know now.,Hmm... Mengesankan. Kau lebih kuat dari yang terlihat. Saya akan memberikan semua yang perlu kau ketahui sekarang.
PROPQUEST_SCENARIO_INC_001639,Please relieve us of this threat. The Lord Trangfoma should be in Eastern Darkon.,Please relieve us of this threat. The Lord Trangfoma should be in Eastern Darkon.
PROPQUEST_SCENARIO_INC_001640,Kill the Lord Trangfoma.,Kill the Lord Trangfoma.
PROPQUEST_SCENARIO_INC_001642,Peculiar Creature,Peculiar Creature
PROPQUEST_SCENARIO_INC_001643,"Normally I'd be skeptical of such a claim, but I do recall coming across quite a peculiar sight…","Biasanya saya akan skeptis terhadap klaim semacam itu, tetapi saya ingat saya sempat menemukan hal yang cukup aneh ..."
PROPQUEST_SCENARIO_INC_001644,"While out traveling, I came across a creature most bizarre not too far East of Darken City.","Saat bepergian, saya menemukan makhluk yang paling aneh tidak terlalu jauh di East of Darken City."
PROPQUEST_SCENARIO_INC_001645,"It looked like an animal, yet it seemed to be talking. It seems quite peculiar and might warrant an investigation. I'm not sure if this will actually help you or not…","Itu tampak seperti binatang, namun sepertinya bisa berbicara. Tampaknya cukup aneh dan sepertinya memerlukan penyelidikan. Saya tidak yakin apakah ini benar-benar akan membantumu atau tidak..."
PROPQUEST_SCENARIO_INC_001646,Please go investigate the nature of this matter. Maybe this creature might know something as well?,Silakan selidiki masalah ini. Mungkin makhluk ini tahu sesuatu juga?
PROPQUEST_SCENARIO_INC_001647,"I saw the creature near the Steel Knights, which reside in the Erons Factories. Go look for it there!",Saya melihat makhluk di dekat Carrier Bombs di sebelah timur Darken City. Cari di sana!
PROPQUEST_SCENARIO_INC_001648,What? You don't believe me? Not like your story is any more believable!,Apa? Kamu tidak percaya padaku? Sepertinya ceritamu tidak bisa dipercaya lagi!
PROPQUEST_SCENARIO_INC_001649,Hi! My name is Reodos...Oh come on! It's not like you are all that normal looking either!,Hai! Nama saya Reodos... Oh ayolah! Kalian semua tidaklah nampak normal juga!
PROPQUEST_SCENARIO_INC_001650,"A truly mysterious creature indeed… You can find it in the Erons Factories, near the Steel Knights.",Makhluk yang memang benar-benar misterius... Anda dapat menemukannya di sebelah Timur lokasi ini di dekat Carrier Bombs
PROPQUEST_SCENARIO_INC_001651,Find the Mysterious Creature.,Temukan Mysterious Creature.
PROPQUEST_SCENARIO_INC_001653,Steel Knight Night!,Malam Steel Knight!
PROPQUEST_SCENARIO_INC_001654,"What's that!? A reunification of the 8 heroes! You happen to be looking at one of them! I am Reodos, the mighty Ele…","Apa itu!? Reunifikasi dari 8 pahlawan! Anda kebetulan sedang melihat salah satunya! Saya Reodos, Ele yang perkasa ..."
PROPQUEST_SCENARIO_INC_001655,Well… was a mighty Elementor Hero… Shade cursed me. Trapping me in this cute furry little body was apparently the only way to contain all this power! Bwahaha!,Pahlawan Elementor yang perkasa ... Shade mengutukku. Menjebakku di tubuh kecil berbulu yang lucu ini tampaknya adalah satu-satunya cara untuk menahan semua kekuatan ini! Bwahaha!
PROPQUEST_SCENARIO_INC_001656,"I will have my vengeance upon Shade, she will scorn the day she ever messed with Reodos! Now I just need to figure a cure for this curse and…","Aku akan membalas dendam pada Shade, dia akan mencemooh hari dia pernah mengacaukan Reodos! Sekarang saya hanya perlu mencari obat untuk kutukan ini dan ..."
PROPQUEST_SCENARIO_INC_001657,Man! I can hardly hear my own thoughts with these stupid Steel Knights clanking around. Could you please get rid of some of them?,Huft! Aku hampir tidak bisa mendengar pikiranku sendiri dengan Steel Knights bodoh ini yang berdentang di sekitar. Bisakah Anda menyingkirkan beberapa di antaranya???
PROPQUEST_SCENARIO_INC_001658,"Awesome!! I'm trying to research into removing this curse but UGHHH those stupid Steel Knights! Kill like 20 Small Steel Knights & 10 Steel Knights. and I will be one happy unicorn, dog thing…","Keren!! Saya mencoba meneliti untuk menghilangkan kutukan ini tetapi UGHHH Steel Knights bodoh itu. Bunuh seperti 20 Small Steel Knights &10 Steel Knights. dan saya akan menjadi satu unicorn yang bahagia, hal anjing ..."
PROPQUEST_SCENARIO_INC_001659,You can't do that for me?,Kamu tidak bisa melakukan itu untukku?
PROPQUEST_SCENARIO_INC_001660,Ah! Now I can collect my thoughts. What? You look at me like you've never met an Elementor before. Er… we are all a little eccentric I guess you could say.,"Ah! Sekarang saya dapat mengumpulkan pikiran saya. Apa? Anda melihat saya seperti Anda belum pernah bertemu Elementor sebelumnya. Selain itu... kita semua sedikit eksentrik, saya kira Anda bisa mengatakannya."
PROPQUEST_SCENARIO_INC_001661,"Yes, yes the Steel Knights! Please eradicate 20 Small Steel Knights & 10 Steel Knights!","Ya, ya para Steel Knights! Tolong bersihkan 20 Small Steel Knights &10 Steel Knights!"
PROPQUEST_SCENARIO_INC_001662,Kill 20 Small Steel Knights and 10 Steel Knights.,Bunuh 20 Small Steel Knights dan 10 Steel Knights.
PROPQUEST_SCENARIO_INC_001667,Trials and Tribulations,Trials and Tribulations
PROPQUEST_SCENARIO_INC_001668,Oh! This pendant belonged to Reodos! So you found him after all? This is indeed great news!,"Oh! Liontin ini milik Reodos! Jadi, anda menemukannya ?? Ini memang berita bagus!"
PROPQUEST_SCENARIO_INC_001669,I'm sure we will be able to break his curse and shall all once again be reunited. It is time we began the search for the other 4 heroes.,Saya yakin kita akan dapat mematahkan kutukannya dan akan sekali lagi dipersatukan kembali. Sudah saatnya kita mulai mencari 4 pahlawan lainnya.
PROPQUEST_SCENARIO_INC_001670,"Before this though, it is time you continued your own personal training. It seems you are ready to accept your second job class. This will mark an important step in your path so choose wisely!","Namun sebelum ini, inilah saatnya Anda melanjutkan pelatihan pribadi Anda sendiri. Sepertinya Anda siap menerima second job class Anda. Ini akan menandai langkah penting di jalan Anda, jadi pilihlah dengan bijak!"
PROPQUEST_SCENARIO_INC_001671,"Please complete your second job quest. Once you have done this, go and meet Reodos again. Hopefully he has broken out of his curse by now.","Harap selesaikan second job quest Anda. Setelah Anda melakukan ini, pergi dan temui Reodos lagi. Mudah-mudahan dia sudah keluar dari kutukannya sekarang."
PROPQUEST_SCENARIO_INC_001672,Please go and meet Reodos as soon as you have finished with your quest!,Silakan pergi dan temui Reodos segera setelah Anda selesai dengan pencarian Anda!
PROPQUEST_SCENARIO_INC_001673,It is imperative that you complete your second job quest. This will mark another step in your journey to becoming a true warrior!,Sangat penting bagi Anda untuk menyelesaikan second job quest Anda. Ini akan menandai langkah lain dalam perjalanan Anda untuk menjadi pejuang sejati!
PROPQUEST_SCENARIO_INC_001674,Oh! I see you have completed your second job change quests!,Oh! Saya melihat Anda telah menyelesaikan second job change quests!
PROPQUEST_SCENARIO_INC_001675,Best of luck in the completion of the trials that lay before you!,Semoga sukses dalam penyelesaian trials yang ada di hadapan Anda!
PROPQUEST_SCENARIO_INC_001676,Complete the 2nd job transfer then meet with Reodos.,Selesaikan 2nd job transfer lalu bertemu dengan Reodos.
PROPQUEST_SCENARIO_INC_001678,The Insightful Store Owner,The Insightful Store Owner
PROPQUEST_SCENARIO_INC_001679,"Oh yeah! Hah, about that… for some reason my concoction didn't seem to break the curse. Could just be a delayed effect! Heh, wishful thinking, right?","Oh ya! Hah, tentang itu... untuk beberapa alasan ramuan saya tampaknya tidak mematahkan kutukan. Bisa jadi efek tertunda! Heh, angan-angan, kan??"
PROPQUEST_SCENARIO_INC_001680,Anyway! You came at just the right time! I've heard that a man named Achaben has reported seeing who I believe to be one of the 8 missing heroes. Will you go talk with him?,Ngomong-ngomong! Anda datang pada waktu yang tepat! Saya pernah mendengar bahwa seorang pria bernama Achaben telah melaporkan melihat siapa yang saya yakini sebagai salah satu dari 8 pahlawan yang hilang. Maukah kamu berbicara dengannya??
PROPQUEST_SCENARIO_INC_001681,Achaben is the owner of the General Shop in Darken. Please go meet with him and see what he has to say!,Achaben adalah pemilik Toko Umum di Darken. Silakan pergi menemuinya dan lihat apa yang dia katakan!
PROPQUEST_SCENARIO_INC_001682,Still 4 more heroes to find! Lets not just call it quits now!,Masih ada 4 hero lagi yang bisa ditemukan! Jangan sebut berhenti saja sekarang!
PROPQUEST_SCENARIO_INC_001683,Greetings there! What is it I can do for you?,Salam! Apa yang bisa saya lakukan untuk Anda?
PROPQUEST_SCENARIO_INC_001684,Achaben is the owner of Common General Shop in Darken. Go see him. I will just lay low till then!,Achaben adalah pemilik Common General Shop di Darken. Pergi temui dia. Saya hanya akan berbaring diam sampai saat itu!
PROPQUEST_SCENARIO_INC_001685,Meet Achaben.,Temui Achaben.
PROPQUEST_SCENARIO_INC_001688,Oh! Interested in the stories of this so called super hero I see? Can't say I know a whole lot about him.,Oh! Tertarik dengan kisah-kisah yang disebut pahlawan super yang saya lihat ini? Tidak bisa saya katakan saya tahu banyak tentang dia.
PROPQUEST_SCENARIO_INC_001689,"There was someone who had more insight into this mysterious man. Oh, what was his name now! Oh I've just got so much on my mind right now its hard to think about anything!","Ada seseorang yang memiliki lebih banyak wawasan tentang pria misterius ini. Oh, siapa namanya sekarang! Oh, saya baru saja memikirkan banyak hal saat ini, sulit untuk memikirkan apa pun!"
PROPQUEST_SCENARIO_INC_001690,You want to know what the problem is? I had an important package to deliver but I can't for the life of me remember what I did with it…,Anda ingin tahu apa masalahnya? Saya memiliki paket penting untuk dikirim tetapi saya tidak bisa mengingat apa yang saya lakukan dengannya ...
PROPQUEST_SCENARIO_INC_001691,The package contained special drills acquired from the Drillers in Darkon. Some of the sturdiest around!! If you could acquire some of these drills for me it would surely help a lot!,"Paket tersebut berisi special drills yang diperoleh dari Drillers di Darkon. Beberapa yang paling kokoh di sekitar!! Jika Anda dapat memperoleh beberapa drills ini untuk saya, itu pasti akan sangat membantu!"
PROPQUEST_SCENARIO_INC_001692,Oh! You will get the drills for me!! You are really great! Drillers can be found Southwest of the Gouthan Mountains. Acquire 10 drills and bring them to Remine the weapon smith.,Oh! Anda akan mendapatkan drills untuk saya!! Anda benar-benar hebat! Pengebor dapat ditemukan di Southwest of the Gouthan Mountains. Dapatkan 10 drills dan bawa ke Remine the weapon smith.
PROPQUEST_SCENARIO_INC_001693,Oh no... I'm in trouble now. Who will ever want the business of such a forgetful store owner!,Oh tidak.. Saya dalam masalah sekarang. Siapa yang akan menginginkan bisnis pemilik toko yang pelupa!
PROPQUEST_SCENARIO_INC_001694,Achaben sent you here I see! Are these the Hard Drills I ordered?,"Achaben mengirimmu ke sini, oh begitu! Apakah ini Hard Drills yang saya pesan?"
PROPQUEST_SCENARIO_INC_001695,Thank you again! Please make haste and acquire the 10 Hard Drills and take them to Remine the Darken weapon smith.,Sekali lagi terima kasih! Harap segera dan dapatkan 10 Hard Drills dan bawa ke Remine the Darken weapon smith.
PROPQUEST_SCENARIO_INC_001696,Acquire 10 Hard Drill from the Drillers in Darkon and bring them to Remine,Dapatkan 10 Hard Drill dari Drillers di Darkon dan bawa ke Remine
PROPQUEST_SCENARIO_INC_001698,Customer Satisfaction,Customer Satisfaction
PROPQUEST_SCENARIO_INC_001699,Just in time! Now I can finally finish my work. Will you tell Achaben thanks for me!,Tepat pada waktunya! Sekarang saya akhirnya bisa menyelesaikan pekerjaan saya. Maukah Anda memberi tahu Achaben terima kasih untuk saya!
PROPQUEST_SCENARIO_INC_001700,Tell Achaben I will be doing all my ordering from him in the future!,Beri tahu Achaben bahwa saya akan melakukan semua pesanan saya darinya di masa depan!
PROPQUEST_SCENARIO_INC_001701,Oh? You think I should go tell him myself?,Oh? Anda pikir saya harus pergi memberitahunya sendiri?
PROPQUEST_SCENARIO_INC_001702,"Did you deliver the package to Remine? *phew* Oh, Thank you. You saved me.","Apakah Anda mengirimkan paket ke Remine? *fiuh* Oh, Terima kasih. Anda menyelamatkan saya."
PROPQUEST_SCENARIO_INC_001703,Did you deliver my greetings to Achaben?,Apakah Anda menyampaikan salam saya kepada Achaben?
PROPQUEST_SCENARIO_INC_001704,Meet with Achaben.,Bertemu Achaben.
PROPQUEST_SCENARIO_INC_001706,In the Shadow of the Mountains,Dalam Bayang-Bayang Pegunungan
PROPQUEST_SCENARIO_INC_001707,"While you were delivering the package, I looked further into this hero that you were inquiring about. A friend of mine, Est, seems to have more information on him.","Saat Anda mengirimkan paket, saya melihat lebih jauh ke dalam pahlawan yang Anda tanyakan ini. Seorang teman saya, Est, tampaknya memiliki lebih banyak informasi tentang dia."
PROPQUEST_SCENARIO_INC_001708,"Est is conducting research in the Gouthan Mountains, but is currently besieged by monsters. If you were to help him, he will tell you what you need.","Est sedang melakukan penelitian di Pegunungan Gouthan, tetapi saat ini dikepung oleh monster. Jika Anda membantunya, dia akan memberi tahu Anda apa yang Anda butuhkan."
PROPQUEST_SCENARIO_INC_001709,Please head to the Gouthan Mountains in Northern Darkon and defeat 10 Small Volt and 10 Captain Driller. Then meet with Est.,Silakan pergi ke Gouthan Mountains di Northern Darkon dan kalahkan 10 Small Volt dan 10 Captain Driller. Kemudian bertemu dengan Est.
PROPQUEST_SCENARIO_INC_001710,"Oh well, understandable. I'm not much of a fighter myself.","Oh yah, bisa dimengerti. Saya sendiri bukan petarung."
